apn,shape_area,category,year_built,class,county,unknown,place_name
"111804121",400100,Existing,2004,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"111804112",219200,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"111924113",191900,Existing,1983,light industrial,San Bernardino County,"0",Fontana
"120001118",159400,Existing,2003,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"119931116",281800,Existing,1980,improvements ass'd associated apn,San Bernardino County,"1",San Bernardino
"119931117",213800,Existing,1980,improvements ass'd associated apn,San Bernardino County,"1",San Bernardino
"120002105",400800,Existing,2003,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"120130120",354400,Existing,2021,distribution warehouse,San Bernardino County,"0",Highland
"120130121",209700,Existing,1980,storage warehouse,San Bernardino County,"0",Highland
"120131146",122300,Existing,2005,storage warehouse,San Bernardino County,"0",Highland
"119142105",59500,Existing,1980,storage warehouse,San Bernardino County,"0",Highland
"119231101",155900,Existing,2021,storage warehouse,San Bernardino County,"0",San Bernardino
"119210156",58800,Existing,1980,storage warehouse,San Bernardino County,"0",Highland
"119228116",293900,Existing,2023,distribution warehouse,San Bernardino County,"0",Highland
"119218101",431100,Existing,2021,distribution warehouse,San Bernardino County,"0",San Bernardino
"119218101",444400,Existing,2021,distribution warehouse,San Bernardino County,"0",San Bernardino
"119228115",242000,Existing,2023,distribution warehouse,San Bernardino County,"0",Highland
"119222111",71600,Existing,1998,storage warehouse,San Bernardino County,"0",San Bernardino
"121021101",133900,Existing,1984,storage warehouse,San Bernardino County,"0",Highland
"303943141",2391000,Existing,2022,distribution warehouse,San Bernardino County,"0",Hesperia
"303931117",1113300,Existing,2021,distribution warehouse,San Bernardino County,"0",Hesperia
"303934116",2601100,Existing,2022,distribution warehouse,San Bernardino County,"0",Hesperia
"303933101",545900,Existing,1985,storage warehouse,San Bernardino County,"0",Hesperia
"303931117",1274100,Existing,2021,distribution warehouse,San Bernardino County,"0",Hesperia
"303932103",224100,Existing,2001,light industrial,San Bernardino County,"0",Hesperia
"303934113",449300,Existing,2022,distribution warehouse,San Bernardino County,"0",Hesperia
"306739115",315700,Existing,1985,storage warehouse,San Bernardino County,"0",Piñon Hills
"306743105",86600,Existing,2008,storage warehouse,San Bernardino County,"0",Piñon Hills
"307113105",177900,Existing,2021,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"307225108",57100,Existing,1984,storage warehouse,San Bernardino County,"0",Hesperia
"306636129",1100300,Existing,1994,light industrial,San Bernardino County,"0",Phelan
"306419110",223100,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Oak Hills
"306459119",61800,Existing,2006,storage warehouse,San Bernardino County,"0",Hesperia
"306459114",656200,Existing,2002,light industrial,San Bernardino County,"0",Hesperia
"306459120",365900,Existing,1983,storage warehouse,San Bernardino County,"0",Hesperia
"306653101",83100,Existing,2020,storage warehouse,San Bernardino County,"0",Phelan
"306461109",65700,Existing,1987,storage warehouse,San Bernardino County,"0",Hesperia
"308735147",54800,Existing,2020,storage warehouse,San Bernardino County,"0",Apple Valley
"308739122",57900,Existing,1987,storage warehouse,San Bernardino County,"0",Apple Valley
"308018110",187600,Existing,2003,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"308738210",62000,Existing,1990,storage warehouse,San Bernardino County,"0",Apple Valley
"308738208",135200,Existing,1980,storage warehouse,San Bernardino County,"0",Apple Valley
"308738104",108400,Existing,1983,storage warehouse,San Bernardino County,"0",Apple Valley
"308739104",197700,Existing,1985,light industrial,San Bernardino County,"0",Apple Valley
"308739105",88200,Existing,1989,storage warehouse,San Bernardino County,"0",Apple Valley
"308739229",66000,Existing,1993,storage warehouse,San Bernardino County,"0",Apple Valley
"308001101",157200,Existing,1995,storage building,San Bernardino County,"0",unincorporated
"308739203",95600,Existing,1985,storage warehouse,San Bernardino County,"0",Apple Valley
"309127152",74100,Existing,1994,storage warehouse,San Bernardino County,"0",Victorville
"309142106",230000,Existing,2005,improvements ass'd associated apn,San Bernardino County,"0",Victorville
"309232115",89300,Existing,1980,storage warehouse,San Bernardino County,"0",Victorville
"309126123",175700,Existing,1991,storage warehouse,San Bernardino County,"0",Victorville
"309128103",193300,Existing,1989,light industrial,San Bernardino County,"0",Victorville
"309315106",165700,Existing,1987,storage warehouse,San Bernardino County,"0",Victorville
"309057104",1281300,Existing,2001,distribution warehouse,San Bernardino County,"0",Victorville
"309057104",478200,Existing,2001,distribution warehouse,San Bernardino County,"0",Victorville
"309119122",551900,Existing,2000,distribution warehouse,San Bernardino County,"0",Victorville
"309043107",446100,Existing,2022,flex,San Bernardino County,"0",Victorville
"309057106",437000,Existing,2004,cold storage facility,San Bernardino County,"0",Victorville
"309057106",303700,Existing,2004,cold storage facility,San Bernardino County,"0",Victorville
"309119113",1742400,Existing,2000,distribution warehouse,San Bernardino County,"0",Victorville
"309119120",65200,Existing,2007,storage warehouse,San Bernardino County,"0",Victorville
"309119124",109600,Existing,2007,storage warehouse,San Bernardino County,"0",Victorville
"310031104",302700,Existing,2005,storage warehouse,San Bernardino County,"0",unincorporated
"310512107",73300,Existing,1980,distribution warehouse,San Bernardino County,"0",Victorville
"310620217",379500,Existing,2023,light industrial,San Bernardino County,"0",Victorville
"312926136",216900,Existing,1997,light industrial,San Bernardino County,"0",Adelanto
"312925127",198200,Existing,1997,light industrial,San Bernardino County,"0",Adelanto
"312926139",203500,Existing,2005,storage warehouse,San Bernardino County,"0",Adelanto
"312926140",203400,Existing,2007,storage warehouse,San Bernardino County,"0",Adelanto
"312926176",75900,Existing,2007,storage warehouse,San Bernardino County,"0",Adelanto
"312926177",57300,Existing,2016,storage warehouse,San Bernardino County,"0",Adelanto
"312926168",110700,Existing,2002,storage warehouse,San Bernardino County,"0",Adelanto
"312926178",70200,Existing,2007,storage warehouse,San Bernardino County,"0",Adelanto
"312947110",411500,Existing,1995,storage hangar,San Bernardino County,"0",Adelanto
"312951116",205600,Existing,2018,storage hangar,San Bernardino County,"0",Adelanto
"312926117",159300,Existing,2019,light industrial,San Bernardino County,"0",Adelanto
"312926159",217800,Existing,1995,light industrial,San Bernardino County,"0",Adelanto
"312926157",218200,Existing,1995,light industrial,San Bernardino County,"0",Adelanto
"312925125",198700,Existing,1997,light industrial,San Bernardino County,"0",Adelanto
"312926153",406900,Existing,1992,light industrial,San Bernardino County,"0",Adelanto
"312926146",203500,Existing,1997,light industrial,San Bernardino County,"0",Adelanto
"312926144",122100,Existing,1995,storage warehouse,San Bernardino County,"0",Adelanto
"312926192",484100,Existing,2003,light industrial,San Bernardino County,"0",Adelanto
"312925124",170900,Existing,2003,light industrial,San Bernardino County,"0",Adelanto
"312926145",105600,Existing,1994,storage warehouse,San Bernardino County,"0",Adelanto
"312926158",259700,Existing,2001,storage warehouse,San Bernardino County,"0",Adelanto
"312926121",235900,Existing,1992,storage warehouse,San Bernardino County,"0",Adelanto
"312925132",332400,Existing,1992,light industrial,San Bernardino County,"0",Adelanto
"312950108",883900,Existing,1995,light industrial,San Bernardino County,"0",Adelanto
"312810105",397100,Existing,2003,storage warehouse,San Bernardino County,"0",Adelanto
"312810104",397200,Existing,1992,storage warehouse,San Bernardino County,"0",Adelanto
"312926122",171700,Existing,2009,storage warehouse,San Bernardino County,"0",Adelanto
"312926165",87400,Existing,2006,storage warehouse,San Bernardino County,"0",Adelanto
"312925131",175200,Existing,1993,light industrial,San Bernardino County,"0",Adelanto
"312925130",197400,Existing,2007,storage warehouse,San Bernardino County,"0",Adelanto
"312950107",192000,Existing,2005,storage hangar,San Bernardino County,"0",Adelanto
"312925157",189700,Existing,2022,light industrial,San Bernardino County,"0",Adelanto
"312925143",74400,Existing,2007,storage warehouse,San Bernardino County,"0",Adelanto
"312926134",205100,Existing,2005,improvements ass'd associated apn,San Bernardino County,"0",Adelanto
"312947104",392700,Existing,1981,storage hangar,San Bernardino County,"0",Adelanto
"013634172",6705400,Existing,2007,,San Bernardino County,"0",San Bernardino
"014143124",1489100,Existing,2018,,San Bernardino County,"0",San Bernardino
"014143124",1214100,Existing,2018,,San Bernardino County,"0",San Bernardino
"023712219",126900,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023710139",112700,Existing,2009,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023710141",101200,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"026002153",89500,Existing,2014,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"045919310",2326200,Existing,2024,,San Bernardino County,"0",Victorville
"102163104",112700,Existing,2000,improvements ass'd associated apn,San Bernardino County,"0",Chino
"102212109",92200,Existing,1991,improvements ass'd associated apn,San Bernardino County,"0",Chino
"102212112",81800,Existing,2005,improvements ass'd associated apn,San Bernardino County,"0",Chino
"102610102",3031900,Existing,2015,,San Bernardino County,"0",Chino
"102708103",429900,Existing,2003,,San Bernardino County,"0",Chino
"102851108",125700,Existing,1993,improvements ass'd associated apn,San Bernardino County,"0",Chino
"111804115",437400,Existing,2004,,San Bernardino County,"0",Rialto
"111804110",439100,Existing,2004,,San Bernardino County,"0",Rialto
"111804114",431600,Existing,2004,,San Bernardino County,"0",Rialto
"111804109",433100,Existing,2004,,San Bernardino County,"0",Rialto
"111804107",1748500,Existing,2004,,San Bernardino County,"0",Rialto
"111804116",218700,Existing,2004,,San Bernardino County,"0",Rialto
"111804111",219100,Existing,2004,,San Bernardino County,"0",Rialto
"111804108",1631800,Existing,2004,,San Bernardino County,"0",Rialto
"111804122",363000,Existing,2004,,San Bernardino County,"0",Rialto
"111804118",383000,Existing,2004,,San Bernardino County,"0",Rialto
"111804113",405100,Existing,2004,,San Bernardino County,"0",Rialto
"111804117",218800,Existing,2004,,San Bernardino County,"0",Rialto
SBD_AmazonAirHub,4228700,Existing,2020,aviation warehouse,San Bernardino County,"0",San Bernardino
1101 California Street Warehouse,686000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2024031107,San Bernardino County,"1",Redlands
160 N Cactus Avenue Project,347000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023080142,San Bernardino County,"1",Rialto
1M Warehouse Project,2980000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023020285/2,San Bernardino County,"1",Apple Valley
"2830, 11190, 11258 s. riverside avenue light industrial project",421000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2024020297,San Bernardino County,"1",Rialto
436 West Rialto Ave Warehouse,588000,Approved,2025,https://ceqanet.opr.ca.gov/2023050324,San Bernardino County,"1",Rialto
5006 and 5010 mission boulevard warehouse project,315000,Approved,2025,https://ceqanet.opr.ca.gov/2022030195,San Bernardino County,"1",Montclair
5355 East Airport Drive,510000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2022090006,San Bernardino County,"1",Ontario
5705 Industrial Parkway,291000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023060667,San Bernardino County,"1",San Bernardino
Adelanto 35 Development Project,1430000,Approved,2025,https://ceqanet.opr.ca.gov/2022090643,San Bernardino County,"1",Adelanto
Adelanto Industrial Center Project,6048000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023120352,San Bernardino County,"1",Adelanto
Agua Mansa Logistics Center,2575000,Approved,2025,https://ceqanet.opr.ca.gov/Project/2013101080,San Bernardino County,"1",Colton
Alice and Willow Avenue Warehouse Project,280000,Approved,2025,https://ceqanet.opr.ca.gov/2023040362,San Bernardino County,"1",Rialto
Alliance California Gateway South Building 9 Project,786000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023050005,San Bernardino County,"1",San Bernardino
Almond Ave Warehouse- san bernandino,433000,Approved,2025,https://ceqanet.opr.ca.gov/2022120196,San Bernardino County,"1",unincorporated
Apple Valley 143,10511000,Approved,2025,https://ceqanet.opr.ca.gov/2022070019/2,San Bernardino County,"1",Apple Valley
Arrow Commerce Project,3469000,CEQA Review,2025,https://ceqanet.opr.ca.gov/2023110033,San Bernardino County,"1",Rancho Cucamonga
