apn,NAME1,NAMELSAD1,NAME2,NAMELSAD2,STUPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
"011011113",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011011114",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011012110",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011012111",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011031145",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031146",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031148",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031149",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031150",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031151",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031159",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011031160",Ontario,Census Tract 13.12,,,CA,San Bernardino County,California,CT,2701222,0
"011321141",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011322131",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327110",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327123",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327125",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327126",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327127",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327128",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327136",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327137",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327138",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011327139",Ontario,Census Tract 16,,,CA,San Bernardino County,California,CT,12421088,0
"011334329",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011334331",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011334334",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011334339",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335118",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335119",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335120",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335122",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335123",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335124",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335125",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335126",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011335127",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336147",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336149",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336150",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336155",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336156",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336157",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336158",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336159",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011336160",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011338210",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011338405",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011338406",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339406",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339423",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339424",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339425",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339426",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339427",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339429",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339430",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339431",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339446",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339447",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339502",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339509",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339511",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339529",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339538",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339539",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339540",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339541",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339544",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339545",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339546",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339551",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339552",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339553",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339604",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339606",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339607",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339609",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339610",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011339612",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340105",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340106",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340202",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340213",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340215",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011340216",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341420",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341425",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341438",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341440",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341441",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341445",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341572",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341573",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011341574",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011342105",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011342106",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011342107",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011342214",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011343107",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011343108",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011343109",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344109",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344110",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344111",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344112",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344216",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344217",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344218",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011344219",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345119",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345129",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345132",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345133",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345134",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345135",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345136",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011345137",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011346221",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011346224",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011346226",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011346227",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011349118",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011349130",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011349139",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011349171",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011349182",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011358113",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364101",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364103",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364104",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364105",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364106",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364107",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364108",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364109",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"011364114",Ontario,Census Tract 18.03,,,CA,San Bernardino County,California,CT,9195675,0
"012806148",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806231",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806232",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806234",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806327",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806329",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806330",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012806331",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012813107",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815111",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815116",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815138",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815139",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815141",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815142",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815149",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815150",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012815152",Rialto,Census Tract 35.10,,,CA,San Bernardino County,California,CT,2587037,0
"012825104",Rialto,Census Tract 36.06,,,CA,San Bernardino County,California,CT,2515414,0
"013021120",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013021140",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013022226",Rialto,Census Tract 37,,,CA,San Bernardino County,California,CT,1293751,0
"013101110",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101111",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101117",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101118",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101136",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101137",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101138",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013101218",Rialto,Census Tract 35.09,,,CA,San Bernardino County,California,CT,1949168,0
"013213228",Rialto,Census Tract 36.12,,,CA,San Bernardino County,California,CT,2930720,0
"013216119",Rialto,Census Tract 36.09,,,CA,San Bernardino County,California,CT,2186018,0
"013218208",Rialto,Census Tract 36.09,,,CA,San Bernardino County,California,CT,2186018,0
"013219115",Rialto,Census Tract 36.09,,,CA,San Bernardino County,California,CT,2186018,0
"013220104",Rialto,Census Tract 36.09,"36.09",Census Tract 36.09,CA,San Bernardino County,California,CT,2186018,0
"013601146",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013601165",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013610134",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013612243",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013612290",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013613245",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013614118",San Bernardino,Census Tract 49.01,,,CA,San Bernardino County,California,CT,1979628,0
"013614129",San Bernardino,Census Tract 49.01,,,CA,San Bernardino County,California,CT,1979628,0
"013617135",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013618247",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013627147",San Bernardino,Census Tract 57.01,,,CA,San Bernardino County,California,CT,3483777,0
"013628232",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013632104",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013632114",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013632155",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013632156",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013633117",San Bernardino,Census Tract 65.01,,,CA,San Bernardino County,California,CT,2283397,0
"013634165",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013634172",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013634184",San Bernardino,Census Tract 9801,"65.01",Census Tract 65.01,CA,San Bernardino County,California,CT,8043928,0
"013634185",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013634186",San Bernardino,Census Tract 9801,"65.01",Census Tract 65.01,CA,San Bernardino County,California,CT,8043928,0
"013634187",San Bernardino,Census Tract 65.01,,,CA,San Bernardino County,California,CT,2283397,0
"013634188",San Bernardino,Census Tract 9801,"65.01",Census Tract 65.01,CA,San Bernardino County,California,CT,8043928,0
"013635101",San Bernardino,Census Tract 72.02,,,CA,San Bernardino County,California,CT,7631738,0
"013635112",San Bernardino,Census Tract 72.02,,,CA,San Bernardino County,California,CT,7631738,0
"013635116",San Bernardino,Census Tract 72.02,,,CA,San Bernardino County,California,CT,7631738,0
"013636136",San Bernardino,Census Tract 78,"9801",Census Tract 9801,CA,San Bernardino County,California,CT,17917358,0
"013636139",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013636140",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013637139",San Bernardino,Census Tract 78,"9801",Census Tract 9801,CA,San Bernardino County,California,CT,17917358,0
"013637144",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013638109",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013638119",San Bernardino,Census Tract 9801,,,CA,San Bernardino County,California,CT,8043928,0
"013639110",San Bernardino,Census Tract 65.01,,,CA,San Bernardino County,California,CT,2283397,0
"013639122",San Bernardino,Census Tract 65.01,,,CA,San Bernardino County,California,CT,2283397,0
"013639144",San Bernardino,Census Tract 65.01,"65.01",Census Tract 65.01,CA,San Bernardino County,California,CT,2283397,0
"013639304",San Bernardino,Census Tract 72.02,,,CA,San Bernardino County,California,CT,7631738,0
"013639305",San Bernardino,Census Tract 72.02,,,CA,San Bernardino County,California,CT,7631738,0
"013640111",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013640151",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013640161",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013640163",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013640167",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013640180",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013642221",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013645118",San Bernardino,Census Tract 124,"124",Census Tract 124,CA,San Bernardino County,California,CT,8363264,404481
"013645230",San Bernardino,Census Tract 124,"124",Census Tract 124,CA,San Bernardino County,California,CT,8363264,404481
"013646120",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013646218",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013647214",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"013719107",San Bernardino,Census Tract 49.01,,,CA,San Bernardino County,California,CT,1979628,0
"013821103",San Bernardino,Census Tract 49.02,,,CA,San Bernardino County,California,CT,2856724,35274
"013824126",San Bernardino,Census Tract 49.02,"49.02",Census Tract 49.02,CA,San Bernardino County,California,CT,2856724,35274
"013831139",San Bernardino,Census Tract 49.01,,,CA,San Bernardino County,California,CT,1979628,0
"013831268",San Bernardino,Census Tract 49.01,,,CA,San Bernardino County,California,CT,1979628,0
"013908142",San Bernardino,Census Tract 47,,,CA,San Bernardino County,California,CT,1994953,0
"014101108",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014102102",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014107109",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014107157",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014107183",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014107184",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014120106",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014128125",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014128208",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014128225",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014129125",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014132135",San Bernardino,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"014132136",San Bernardino,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"014134111",San Bernardino,Census Tract 73.03,,,CA,San Bernardino County,California,CT,2690526,0
"014134112",San Bernardino,Census Tract 73.03,,,CA,San Bernardino County,California,CT,2690526,0
"014134115",San Bernardino,Census Tract 73.03,,,CA,San Bernardino County,California,CT,2690526,0
"014139109",San Bernardino,Census Tract 73.03,,,CA,San Bernardino County,California,CT,2690526,0
"014139208",San Bernardino,Census Tract 73.03,,,CA,San Bernardino County,California,CT,2690526,0
"014143122",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014143123",San Bernardino,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"014143124",San Bernardino,Census Tract 124,"124",Census Tract 124,CA,San Bernardino County,California,CT,8363264,404481
"014210140",San Bernardino,Census Tract 49.02,,,CA,San Bernardino County,California,CT,2856724,35274
"014213202",San Bernardino,Census Tract 44.01,,,CA,San Bernardino County,California,CT,1783274,0
"014221136",San Bernardino,Census Tract 49.02,,,CA,San Bernardino County,California,CT,2856724,35274
"014404267",San Bernardino,Census Tract 46.04,,,CA,San Bernardino County,California,CT,2407936,0
"014718136",San Bernardino,Census Tract 64.01,,,CA,San Bernardino County,California,CT,2024263,0
"014718138",San Bernardino,Census Tract 64.01,,,CA,San Bernardino County,California,CT,2024263,0
"014801150",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801153",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801154",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801165",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801166",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801168",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014801169",San Bernardino,Census Tract 41.04,,,CA,San Bernardino County,California,CT,5111892,0
"014812202",San Bernardino,Census Tract 41.03,,,CA,San Bernardino County,California,CT,2964291,0
"014812204",San Bernardino,Census Tract 41.03,,,CA,San Bernardino County,California,CT,2964291,0
"016014133",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016024112",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016024159",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016024248",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016106134",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016106139",Colton,Census Tract 67,,,CA,San Bernardino County,California,CT,1903167,0
"016208626",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016214128",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016314118",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016320107",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016327307",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016329223",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016331127",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016339111",Colton,Census Tract 125,,,CA,San Bernardino County,California,CT,4265484,97098
"016340107",Colton,Census Tract 125,"40.04",Census Tract 40.04,CA,San Bernardino County,California,CT,4265484,97098
"016345210",Colton,Census Tract 40.04,,,CA,San Bernardino County,California,CT,21325309,980665
"016413207",Colton,Census Tract 70.01,,,CA,San Bernardino County,California,CT,901070,0
"016420116",Colton,Census Tract 124,,,CA,San Bernardino County,California,CT,8363264,404481
"016421210",Colton,Census Tract 71.08,,,CA,San Bernardino County,California,CT,2696921,168572
"016431104",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016431129",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016431133",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016431134",Colton,Census Tract 71.10,"71.08",Census Tract 71.08,CA,San Bernardino County,California,CT,2500394,0
"016431137",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016431138",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016431146",Colton,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016432180",San Bernardino,Census Tract 71.10,,,CA,San Bernardino County,California,CT,2500394,0
"016740106",Redlands,Census Tract 78,"78",Census Tract 78,CA,San Bernardino County,California,CT,17917358,0
"016740107",Redlands,Census Tract 78,"78",Census Tract 78,CA,San Bernardino County,California,CT,17917358,0
"016740108",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016740109",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016745108",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016745109",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016748116",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016750111",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016751109",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016751125",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016751126",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016751129",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016754109",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016755108",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016755109",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016757105",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016764105",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016764106",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016764107",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
"016767103",Redlands,Census Tract 78,,,CA,San Bernardino County,California,CT,17917358,0
